Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
noteDuke01Desc,items,,New,Not Used,"1) First and foremost you need to survive.\n2) Find survivors and escort them to traders.\n3) Scout the desert biome for Element A.\n4) Find Element B in the snow biome.\n5) Brave the wasteland for advanced tech.",,,,,,,,,,,,,
LeatherSheetT1,items,,New,Not Used,Poor Quality Leather Sheet,,,,,,,,,,,,,
LeatherSheetT2,items,,New,Not Used,Standard Quality Leather Sheet,,,,,,,,,,,,,
LeatherSheetT3,items,,New,Not Used,Good Quality Leather Sheet,,,,,,,,,,,,,
LeatherSheetT4,items,,New,Not Used,High Quality Leather Sheet,,,,,,,,,,,,,
LeatherSheetT5,items,,New,Not Used,Excellent Quality Leather Sheet,,,,,,,,,,,,,
LeatherSheetT6,items,,New,Not Used,Mastercrafted Leather Sheet,,,,,,,,,,,,,
LeatherSheetT1Desc,items,,New,Not Used,This poor quality leather sheet looks ragged and frayed.,,,,,,,,,,,,,
LeatherSheetT2Desc,items,,New,Not Used,This standard quality leather sheet is sturdy and reliable.,,,,,,,,,,,,,
LeatherSheetT3Desc,items,,New,Not Used,This good quality leather sheet is smooth and supple.,,,,,,,,,,,,,
LeatherSheetT4Desc,items,,New,Not Used,This high quality leather sheet is durable and flexible.,,,,,,,,,,,,,
LeatherSheetT5Desc,items,,New,Not Used,This excellent quality leather sheet is flawless and refined.,,,,,,,,,,,,,
LeatherSheetT6Desc,items,,New,Not Used,This mastercrafted leather sheet is of unparalleled quality.,,,,,,,,,,,,,
TraderSuppliesQuestT1-1,items,,New,Not Used,List of Common Items.,,,,,,,,,,,,,
TraderSuppliesQuestDescT1-1,items,,New,Not Used,(Quest)\nThis list of common items and Teir 1 resources.,,,,,,,,,,,,,
TraderSuppliesQuestT1-2,items,,New,Not Used,List of Common Foods.,,,,,,,,,,,,,
TraderSuppliesQuestDescT1-2,items,,New,Not Used,(Quest)\nThis list of common foods and drinks. Teir 1 resources.,,,,,,,,,,,,,
TraderSuppliesQuestT1-3,items,,New,Not Used,List of Common Medical Supplies.,,,,,,,,,,,,,
TraderSuppliesQuestDescT1-3,items,,New,Not Used,(Quest)\nThis list of common medical supplies and Teir 1 resources.,,,,,,,,,,,,,
TraderSuppliesT1-1,items,,New,Not Used,Raw Resources and Common Items,,,,,,,,,,,,,
TraderSuppliesDescT1-1,items,,New,Not Used,Contains common items and raw resources. It can be turned in as part of a quest to traders or opened for the resources.,,,,,,,,,,,,,
TraderSuppliesT1-2,items,,New,Not Used,"Common Foods, Drinks, and Raw Resources",,,,,,,,,,,,,
TraderSuppliesDescT1-1,items,,New,Not Used,Contains common foods, drinks, and raw resources. It can be turned in as part of a quest to traders or opened for the resources.,,,,,,,,,,,,,
TraderSuppliesT1-3,items,,New,Not Used,Common medications and raw resources,,,,,,,,,,,,,
TraderSuppliesDescT1-1,items,,New,Not Used,Contains raw resources and common medical supplies. It can be turned in as part of a quest to traders or opened for the resources.,,,,,,,,,,,,,
TraderSuppliesCommonItems,items,,New,Not Used,Container of common items,,,,,,,,,,,,,
TraderSuppliesCommonItemsDesc,items,,New,Not Used,Contains common items. It can be sold to traders as is or be part of a package for trader quests.,,,,,,,,,,,,,
TraderSuppliesCommonResources,items,,New,Not Used,Raw resources,,,,,,,,,,,,,
TraderSuppliesCommonResourcesDesc,items,,New,Not Used,Contains raw resources. It can be sold to traders as is or be part of a package for trader quests.,,,,,,,,,,,,,
TraderSuppliesCommonFoodAndDrink,items,,New,Not Used,Common food and drink,,,,,,,,,,,,,
TraderSuppliesCommonFoodAndDrinkDesc,items,,New,Not Used,This container has food and drink inside. It can be sold to traders as is or be part of a package for trader quests.,,,,,,,,,,,,,
TraderSuppliesCommonMedicalSupplies,items,,New,Not Used,Common medications,,,,,,,,,,,,,
TraderSuppliesCommonMedicalSuppliesDesc,items,,New,Not Used,This container has medical supplies inside. It can be sold to traders as is or be part of a package for trader quests.,,,,,,,,,,,,,
resourceWoodT1,items,,New,Not Used,Poor Quality Wood,,,,,,,,,,,,,
resourceWoodT2,items,,New,Not Used,Standard Quality Wood,,,,,,,,,,,,,
resourceWoodT3,items,,New,Not Used,Good Quality Wood,,,,,,,,,,,,,
resourceWoodT4,items,,New,Not Used,High Quality Wood,,,,,,,,,,,,,
resourceWoodT5,items,,New,Not Used,Excellent Quality Wood,,,,,,,,,,,,,
resourceWoodT6,items,,New,Not Used,Mastercrafted Wood,,,,,,,,,,,,,
resourceWoodT1Desc,items,,New,Not Used,These poor quality wood planks is slightly bowed and has many knots.,,,,,,,,,,,,,
resourceWoodT2Desc,items,,New,Not Used,These standard quality wood planks is mostly straight and has few knots.,,,,,,,,,,,,,
resourceWoodT3Desc,items,,New,Not Used,These good quality wood planks are straight and well made.,,,,,,,,,,,,,
resourceWoodT4Desc,items,,New,Not Used,These high quality wood planks very well made and can be used for fine wooden products.,,,,,,,,,,,,,
resourceWoodT5Desc,items,,New,Not Used,These excellent quality wood planks are flawless.,,,,,,,,,,,,,
resourceWoodT6Desc,items,,New,Not Used,These mastercrafted wood panks are of unparalleled quality.,,,,,,,,,,,,,
AutomotiveComponentsT1,items,,New,Not Used,Poor Quality Automotive Parts,,,,,,,,,,,,,
AutomotiveComponentsT2,items,,New,Not Used,Standard Quality Automotive Parts,,,,,,,,,,,,,
AutomotiveComponentsT3,items,,New,Not Used,Good Quality Automotive Parts,,,,,,,,,,,,,
AutomotiveComponentsT4,items,,New,Not Used,High Quality Automotive Parts,,,,,,,,,,,,,
AutomotiveComponentsT5,items,,New,Not Used,Excellent Quality Automotive Parts,,,,,,,,,,,,,
AutomotiveComponentsT6,items,,New,Not Used,Mastercrafted Automotive Parts,,,,,,,,,,,,,
AutomotiveComponentsT1Desc,items,,New,Not Used,Slightly warped with many imperfections. Poor quality for automotive use.,,,,,,,,,,,,
AutomotiveComponentsT2Desc,items,,New,Not Used,Few imperfections. Standard quality for automotive use.,,,,,,,,,,,,
AutomotiveComponentsT3Desc,items,,New,Not Used,Well-made, Good quality for automotive use.,,,,,,,,,,,,
AutomotiveComponentsT4Desc,items,,New,Not Used,Very well-made, suitable for demanding automotive applications. High quality for automotive use.,,,,,,,,,,,,
AutomotiveComponentsT5Desc,items,,New,Not Used,Flawless. Excellent quality for automotive use.,,,,,,,,,,,,
AutomotiveComponentsT6Desc,items,,New,Not Used,Unparalleled quality, mastercrafted for precision and durability in automotive applications.,,,,,,,,,,,,
resourceLowQualityWroughtIron,items,,New,Not Used,Low Quality Wrought Iron,,,,,,,,,,,,,
resourceWroughtIron,items,,New,Not Used,Wrought Iron,,,,,,,,,,,,,
resourceForgedIron,items,,New,Not Used,Forged Iron,,,,,,,,,,,,,
resourceForgedSteel,items,,New,Not Used,Forged Steel,,,,,,,,,,,,,
resourceForgedStainlessSteel,items,,New,Not Used,Forged Stainless Steel,,,,,,,,,,,,,
resourceForgedTungsten,items,,New,Not Used,Forged Tungsten,,,,,,,,,,,,,
resourceLowQualityWroughtIronDesc,items,,New,Not Used,"Low quality wrought iron, suitable for basic applications.",,,,,,,,,,,
resourceWroughtIronDesc,items,,New,Not Used,"Standard quality wrought iron, suitable for general purposes.",,,,,,,,,,,
resourceForgedIronDesc,items,,New,Not Used,"Well-crafted forged iron, offering durability and strength for various uses.",,,,,,,,,,,
resourceForgedSteelDesc,items,,New,Not Used,"High-quality forged steel, known for its robustness and versatility in industrial applications.",,,,,,,,,,,
resourceForgedStainlessSteelDesc,items,,New,Not Used,"Premium-grade forged stainless steel, prized for its corrosion resistance and longevity.",,,,,,,,,,,
resourceForgedTungstenDesc,items,,New,Not Used,"Top-tier forged tungsten, renowned for its exceptional hardness and resilience in demanding environments.",,,,,,,,,,,
resourceElectricPartsT1,items,,New,Not Used,Poor Quality Electric Parts,,,,,,,,,,,,,
resourceElectricPartsT2,items,,New,Not Used,Standard Quality Electric Parts,,,,,,,,,,,,,
resourceElectricPartsT3,items,,New,Not Used,Good Quality Electric Parts,,,,,,,,,,,,,
resourceElectricPartsT4,items,,New,Not Used,High Quality Electric Parts,,,,,,,,,,,,,
resourceElectricPartsT5,items,,New,Not Used,Excellent Quality Electric Parts,,,,,,,,,,,,,
resourceElectricPartsT6,items,,New,Not Used,Mastercrafted Electric Parts,,,,,,,,,,,,,
resourceElectricPartsT1Desc,items,,New,Not Used,"Low-quality electric parts, prone to defects and reliability issues.",,,,,,,,,,,
resourceElectricPartsT2Desc,items,,New,Not Used,"Standard-quality electric parts, suitable for general use with acceptable reliability.",,,,,,,,,,,
resourceElectricPartsT3Desc,items,,New,Not Used,"Good-quality electric parts, offering reliable performance and durability for everyday use.",,,,,,,,,,,
resourceElectricPartsT4Desc,items,,New,Not Used,"High-quality electric parts, known for their superior performance and longevity in demanding conditions.",,,,,,,,,,,
resourceElectricPartsT5Desc,items,,New,Not Used,"Excellent-quality electric parts, virtually flawless and providing top-tier performance and reliability.",,,,,,,,,,,
resourceElectricPartsT6Desc,items,,New,Not Used,"Mastercrafted electric parts, meticulously crafted to perfection for unparalleled performance and luxury.",,,,,,,,,,,
resourceClothT1,items,,New,Not Used,Poor Quality Cloth,,,,,,,,,,,,,
resourceClothT2,items,,New,Not Used,Standard Quality Cloth,,,,,,,,,,,,,
resourceClothT3,items,,New,Not Used,Good Quality Cloth,,,,,,,,,,,,,
resourceClothT4,items,,New,Not Used,High Quality Cloth,,,,,,,,,,,,,
resourceClothT5,items,,New,Not Used,Excellent Quality Cloth,,,,,,,,,,,,,
resourceClothT6,items,,New,Not Used,Mastercrafted Cloth,,,,,,,,,,,,,
resourceClothT1Desc,items,,New,Not Used,"Low-quality cloth, prone to tears and fading.",,,,,,,,,,,
resourceClothT2Desc,items,,New,Not Used,"Standard-quality cloth, suitable for everyday use with moderate durability.",,,,,,,,,,,
resourceClothT3Desc,items,,New,Not Used,"Good-quality cloth, offering decent durability and comfort.",,,,,,,,,,,
resourceClothT4Desc,items,,New,Not Used,"High-quality cloth, known for its durability and color retention.",,,,,,,,,,,
resourceClothT5Desc,items,,New,Not Used,"Excellent-quality cloth, virtually indestructible and retaining its quality for years.",,,,,,,,,,,
resourceClothT6Desc,items,,New,Not Used,"Mastercrafted cloth, meticulously woven to perfection for unparalleled comfort and luxury.",,,,,,,,,,,
ReagentT1,items,,New,Not Used,Poor Quality Reagent,,,,,,,,,,,,,
ReagentT2,items,,New,Not Used,Standard Quality Reagent,,,,,,,,,,,,,
ReagentT3,items,,New,Not Used,Good Quality Reagent,,,,,,,,,,,,,
ReagentT4,items,,New,Not Used,High Quality Reagent,,,,,,,,,,,,,
ReagentT5,items,,New,Not Used,Excellent Quality Reagent,,,,,,,,,,,,,
ReagentT6,items,,New,Not Used,Mastercrafted Reagent,,,,,,,,,,,,,
ReagentT1Desc,items,,New,Not Used,"Low-quality reagent, may have impurities and limited effectiveness.",,,,,,,,,,,
ReagentT2Desc,items,,New,Not Used,"Standard-quality reagent, suitable for general use with acceptable purity and effectiveness.",,,,,,,,,,,
ReagentT3Desc,items,,New,Not Used,"Good-quality reagent, offering reliable effectiveness for various applications.",,,,,,,,,,,
ReagentT4Desc,items,,New,Not Used,"High-quality reagent, known for its purity and consistent effectiveness in demanding conditions.",,,,,,,,,,,
ReagentT5Desc,items,,New,Not Used,"Excellent-quality reagent, highly pure and effective for specialized applications.",,,,,,,,,,,
ReagentT6Desc,items,,New,Not Used,"Mastercrafted reagent, meticulously prepared for unparalleled purity and potency.",,,,,,,,,,,
resourceMechanicalPartsT1,items,,New,Not Used,Poor Quality Mechanical Parts,,,,,,,,,,,,,
resourceMechanicalPartsT2,items,,New,Not Used,Standard Quality Mechanical Parts,,,,,,,,,,,,,
resourceMechanicalPartsT3,items,,New,Not Used,Good Quality Mechanical Parts,,,,,,,,,,,,,
resourceMechanicalPartsT4,items,,New,Not Used,High Quality Mechanical Parts,,,,,,,,,,,,,
resourceMechanicalPartsT5,items,,New,Not Used,Excellent Quality Mechanical Parts,,,,,,,,,,,,,
resourceMechanicalPartsT6,items,,New,Not Used,Mastercrafted Mechanical Parts,,,,,,,,,,,,,
resourceMechanicalPartsT1Desc,items,,New,Not Used,"Low-quality mechanical parts, prone to malfunctions and breakages.",,,,,,,,,,,
resourceMechanicalPartsT2Desc,items,,New,Not Used,"Standard-quality mechanical parts, suitable for general use with moderate durability.",,,,,,,,,,,
resourceMechanicalPartsT3Desc,items,,New,Not Used,"Good-quality mechanical parts, offering reliable performance and durability for everyday use.",,,,,,,,,,,
resourceMechanicalPartsT4Desc,items,,New,Not Used,"High-quality mechanical parts, known for their superior performance and longevity in demanding conditions.",,,,,,,,,,,
resourceMechanicalPartsT5Desc,items,,New,Not Used,"Excellent-quality mechanical parts, virtually flawless and providing top-tier performance and reliability.",,,,,,,,,,,
resourceMechanicalPartsT6Desc,items,,New,Not Used,"Mastercrafted mechanical parts, meticulously crafted to perfection for unparalleled performance and durability.",,,,,,,,,,,

