Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
statDexterityLevel019LongDesc,progression,Attribute,,,Navigates crowds with ease.,,,,,,,,,,,,,
statDexterityLevel020,progression,Attribute,,,Tactile Titan,,,,,,,,,,,,,
statDexterityLevel020LongDesc,progression,Attribute,,,Hands and feet in perfect harmony.,,,,,,,,,,,,,
statDexterityLevel021,progression,Attribute,,,Graceful Glider,,,,,,,,,,,,,
statDexterityLevel021LongDesc,progression,Attribute,,,Dance floors bow to their prowess.,,,,,,,,,,,,,
statDexterityLevel022,progression,Attribute,,,Reflex Ruler,,,,,,,,,,,,,
statDexterityLevel022LongDesc,progression,Attribute,,,Catching falling objects is second nature.,,,,,,,,,,,,,
statDexterityLevel023,progression,Attribute,,,Fluid Flowmaster,,,,,,,,,,,,,
statDexterityLevel023LongDesc,progression,Attribute,,,Every move seems choreographed.,,,,,,,,,,,,,
statDexterityLevel024,progression,Attribute,,,Precision Pioneer,,,,,,,,,,,,,
statDexterityLevel024LongDesc,progression,Attribute,,,Intricate tasks are done seamlessly.,,,,,,,,,,,,,
statDexterityLevel025,progression,Attribute,,,Elite Equilibrist,,,,,,,,,,,,,
statDexterityLevel025LongDesc,progression,Attribute,,,Circus performers would nod in respect.,,,,,,,,,,,,,
statDexterityLevel026,progression,Attribute,,,Masterful Maestro,,,,,,,,,,,,,
statDexterityLevel026LongDesc,progression,Attribute,,,Controls every muscle with expert finesse.,,,,,,,,,,,,,
statDexterityLevel027,progression,Attribute,,,Flawless Flow Forger,,,,,,,,,,,,,
statDexterityLevel027LongDesc,progression,Attribute,,,Makes the most challenging tasks look effortless.,,,,,,,,,,,,,
statDexterityLevel028,progression,Attribute,,,Peerless Performer,,,,,,,,,,,,,
statDexterityLevel028LongDesc,progression,Attribute,,,World-class in tasks requiring precision.,,,,,,,,,,,,,
statDexterityLevel029,progression,Attribute,,,Supreme Skillholder,,,,,,,,,,,,,
statDexterityLevel029LongDesc,progression,Attribute,,,A virtuoso in every physical task they undertake.,,,,,,,,,,,,,
statDexterityLevel030,progression,Attribute,,,Dexterity Deified,,,,,,,,,,,,,
statDexterityLevel030LongDesc,progression,Attribute,,,The epitome of human coordination and control.,,,,,,,,,,,,,
statFortitudeLevel01,progression,Attribute,,,Critical Condition,,,,,,,,,,,,,
statFortitudeLevel01LongDesc,progression,Attribute,,,Intensive care needed; extremely fragile health.,,,,,,,,,,,,,
statFortitudeLevel02,progression,Attribute,,,Severely Compromised,,,,,,,,,,,,,
statFortitudeLevel02LongDesc,progression,Attribute,,,Major health issues and frequent medical intervention required.,,,,,,,,,,,,,
statFortitudeLevel03,progression,Attribute,,,Seriously Ill,,,,,,,,,,,,,
statFortitudeLevel03LongDesc,progression,Attribute,,,Consistent and heavy medical treatment necessary.,,,,,,,,,,,,,
statFortitudeLevel04,progression,Attribute,,,Chronic Conditions,,,,,,,,,,,,,
statFortitudeLevel04LongDesc,progression,Attribute,,,Multiple long-term health issues affecting daily life.,,,,,,,,,,,,,
statFortitudeLevel05,progression,Attribute,,,Persistent Problems,,,,,,,,,,,,,
statFortitudeLevel05LongDesc,progression,Attribute,,,Regularly facing health setbacks.,,,,,,,,,,,,,
statFortitudeLevel06,progression,Attribute,,,Often Unwell,,,,,,,,,,,,,
statFortitudeLevel06LongDesc,progression,Attribute,,,Frequently sick; rarely feels good.,,,,,,,,,,,,,
statFortitudeLevel07,progression,Attribute,,,Regular Discomfort,,,,,,,,,,,,,
statFortitudeLevel07LongDesc,progression,Attribute,,,Some chronic issues and often feels below par.,,,,,,,,,,,,,
statFortitudeLevel08,progression,Attribute,,,Occasional Issues,,,,,,,,,,,,,
statFortitudeLevel08LongDesc,progression,Attribute,,,Sporadic health problems; mostly managed.,,,,,,,,,,,,,
statFortitudeLevel09,progression,Attribute,,,Slightly Below Average,,,,,,,,,,,,,
statFortitudeLevel09LongDesc,progression,Attribute,,,Infrequent illnesses but not at peak health.,,,,,,,,,,,,,
statFortitudeLevel010,progression,Attribute,,,Average Health,,,,,,,,,,,,,
statFortitudeLevel010LongDesc,progression,Attribute,,,Generally okay; the occasional cold or minor issue.,,,,,,,,,,,,,
statFortitudeLevel011,progression,Attribute,,,Stable and Steady,,,,,,,,,,,,,
statFortitudeLevel011LongDesc,progression,Attribute,,,Rarely gets sick; maintains decent health.,,,,,,,,,,,,,
statFortitudeLevel012,progression,Attribute,,,Balanced,,,,,,,,,,,,,
statFortitudeLevel012LongDesc,progression,Attribute,,,Mostly healthy lifestyle choices; regular check-ups.,,,,,,,,,,,,,
statFortitudeLevel013,progression,Attribute,,,Active,,,,,,,,,,,,,
statFortitudeLevel013LongDesc,progression,Attribute,,,Engages in regular physical activity; conscious of health.,,,,,,,,,,,,,
statFortitudeLevel014,progression,Attribute,,,Well-Nourished,,,,,,,,,,,,,
statFortitudeLevel014LongDesc,progression,Attribute,,,Follows a balanced diet; supports overall health.,,,,,,,,,,,,,
statFortitudeLevel015,progression,Attribute,,,Strong Immunity,,,,,,,,,,,,,
statFortitudeLevel015LongDesc,progression,Attribute,,,Rarely falls ill despite bugs are going around.,,,,,,,,,,,,,
statFortitudeLevel016,progression,Attribute,,,Mindful Muncher,,,,,,,,,,,,,
statFortitudeLevel016LongDesc,progression,Attribute,,,Eats with nutrition in mind; supports body needs.,,,,,,,,,,,,,
statFortitudeLevel017,progression,Attribute,,,Fitness Regular,,,,,,,,,,,,,
statFortitudeLevel017LongDesc,progression,Attribute,,,Engages in consistent exercise thus contributing to good health.,,,,,,,,,,,,,
statFortitudeLevel018,progression,Attribute,,,Mental Wellness Warrior,,,,,,,,,,,,,
statFortitudeLevel018LongDesc,progression,Attribute,,,Actively addresses mental health,,,,,,,,,,,,,
statFortitudeLevel019,progression,Attribute,,,Holistic Health,,,,,,,,,,,,,
statFortitudeLevel019LongDesc,progression,Attribute,,,Considers physical health in good lifestyle choices.,,,,,,,,,,,,,
statFortitudeLevel020,progression,Attribute,,,Energetic Enthusiast,,,,,,,,,,,,,
statFortitudeLevel020LongDesc,progression,Attribute,,,Rarely feels lethargic; always on the go.,,,,,,,,,,,,,
statFortitudeLevel021,progression,Attribute,,,Routine Rockstar,,,,,,,,,,,,,
statFortitudeLevel021LongDesc,progression,Attribute,,,Has a health-boosting routine and sticks to it.,,,,,,,,,,,,,
statFortitudeLevel022,progression,Attribute,,,Green Machine,,,,,,,,,,,,,
statFortitudeLevel022LongDesc,progression,Attribute,,,Eats a plethora of beneficial veggies and fruits.,,,,,,,,,,,,,
statFortitudeLevel023,progression,Attribute,,,Superfoodie,,,,,,,,,,,,,
statFortitudeLevel023LongDesc,progression,Attribute,,,Regularly consumes foods known for health benefits.,,,,,,,,,,,,,
statFortitudeLevel024,progression,Attribute,,,Fitness Fanatic,,,,,,,,,,,,,
statFortitudeLevel024LongDesc,progression,Attribute,,,Might have a gym membership and actually use it.,,,,,,,,,,,,,
statFortitudeLevel025,progression,Attribute,,,Meditation Master,,,,,,,,,,,,,
statFortitudeLevel025LongDesc,progression,Attribute,,,Embraces practices that balance body and mind.,,,,,,,,,,,,,
statFortitudeLevel026,progression,Attribute,,,Holistic Hero,,,,,,,,,,,,,
statFortitudeLevel026LongDesc,progression,Attribute,,,Taps into various wellness practices for optimal health.,,,,,,,,,,,,,
statFortitudeLevel027,progression,Attribute,,,Biometric Beacon,,,,,,,,,,,,,
statFortitudeLevel027LongDesc,progression,Attribute,,,Ideal readings on vitals.,,,,,,,,,,,,,
statFortitudeLevel028,progression,Attribute,,,Vitality Virtuoso,,,,,,,,,,,,,
statFortitudeLevel028LongDesc,progression,Attribute,,,A paragon of well-being.,,,,,,,,,,,,,
statFortitudeLevel029,progression,Attribute,,,Health Guru,,,,,,,,,,,,,
statFortitudeLevel029LongDesc,progression,Attribute,,,Embodies a lifestyle others seek to emulate for wellness.,,,,,,,,,,,,,
statFortitudeLevel030,progression,Attribute,,,Pinnacle of Health,,,,,,,,,,,,,
statFortitudeLevel030LongDesc,progression,Attribute,,,The epitome of health.,,,,,,,,,,,,,
statIntelligenceLevel01,progression,Attribute,,,Struggles Profoundly,,,,,,,,,,,,,
statIntelligenceLevel01LongDesc,progression,Attribute,,,Needs constant guidance for basic tasks.,,,,,,,,,,,,,
statIntelligenceLevel02,progression,Attribute,,,Very Limited Understanding,,,,,,,,,,,,,
statIntelligenceLevel02LongDesc,progression,Attribute,,,Has difficulty with basic daily decisions.,,,,,,,,,,,,,
statIntelligenceLevel03,progression,Attribute,,,Often Confused,,,,,,,,,,,,,
statIntelligenceLevel03LongDesc,progression,Attribute,,,Regularly misunderstands basic information.,,,,,,,,,,,,,
statIntelligenceLevel04,progression,Attribute,,,Slow Processor,,,,,,,,,,,,,
statIntelligenceLevel04LongDesc,progression,Attribute,,,Takes longer than most to grasp simple concepts.,,,,,,,,,,,,,
statIntelligenceLevel05,progression,Attribute,,,Below Average Comprehension,,,,,,,,,,,,,
statIntelligenceLevel05LongDesc,progression,Attribute,,,Can understand but often misses details.,,,,,,,,,,,,,
statIntelligenceLevel06,progression,Attribute,,,Some Difficulty,,,,,,,,,,,,,
statIntelligenceLevel06LongDesc,progression,Attribute,,,Occasionally struggles with moderate tasks.,,,,,,,,,,,,,
statIntelligenceLevel07,progression,Attribute,,,Occasional Misunderstandings,,,,,,,,,,,,,
statIntelligenceLevel07LongDesc,progression,Attribute,,,Needs things explained more than once.,,,,,,,,,,,,,
statIntelligenceLevel08,progression,Attribute,,,Learns with Repetition,,,,,,,,,,,,,
statIntelligenceLevel08LongDesc,progression,Attribute,,,Requires multiple exposures to grasp concepts.,,,,,,,,,,,,,
statIntelligenceLevel09,progression,Attribute,,,Slightly Below Average,,,,,,,,,,,,,
statIntelligenceLevel09LongDesc,progression,Attribute,,,Gets by but might miss finer points.,,,,,,,,,,,,,
statIntelligenceLevel010,progression,Attribute,,,Average Intellect,,,,,,,,,,,,,
statIntelligenceLevel010LongDesc,progression,Attribute,,,Typical understanding and problem-solving capability.,,,,,,,,,,,,,
statIntelligenceLevel011,progression,Attribute,,,Decent Problem Solver,,,,,,,,,,,,,
statIntelligenceLevel011LongDesc,progression,Attribute,,,Often understands issues and finds solutions.,,,,,,,,,,,,,
statIntelligenceLevel012,progression,Attribute,,,Quick Learner,,,,,,,,,,,,,
statIntelligenceLevel012LongDesc,progression,Attribute,,,Grasps new concepts faster than most.,,,,,,,,,,,,,
statIntelligenceLevel013,progression,Attribute,,,Good with Details,,,,,,,,,,,,,
statIntelligenceLevel013LongDesc,progression,Attribute,,,Rarely misses finer points in tasks.,,,,,,,,,,,,,
statIntelligenceLevel014,progression,Attribute,,,Analytical Thinker,,,,,,,,,,,,,
statIntelligenceLevel014LongDesc,progression,Attribute,,,Can dissect problems efficiently.,,,,,,,,,,,,,
statIntelligenceLevel015,progression,Attribute,,,Well-Read & Informed,,,,,,,,,,,,,
statIntelligenceLevel015LongDesc,progression,Attribute,,,Regularly seeks out new information.,,,,,,,,,,,,,
statIntelligenceLevel016,progression,Attribute,,,Strong Academic Performer,,,,,,,,,,,,,
statIntelligenceLevel016LongDesc,progression,Attribute,,,Often excels in structured learning environments.,,,,,,,,,,,,,
statIntelligenceLevel017,progression,Attribute,,,Gifted in Certain Areas,,,,,,,,,,,,,
statIntelligenceLevel017LongDesc,progression,Attribute,,,Shows exceptional talent in specific subjects.,,,,,,,,,,,,,
statIntelligenceLevel018,progression,Attribute,,,Deep Thinker,,,,,,,,,,,,,
statIntelligenceLevel018LongDesc,progression,Attribute,,,Ponders complex topics and ideas.,,,,,,,,,,,,,
statIntelligenceLevel019,progression,Attribute,,,Innovative,,,,,,,,,,,,,
statIntelligenceLevel019LongDesc,progression,Attribute,,,Often comes up with new ways of seeing or doing things.,,,,,,,,,,,,,
statIntelligenceLevel020,progression,Attribute,,,Intellectually Curious,,,,,,,,,,,,,
statIntelligenceLevel020LongDesc,progression,Attribute,,,Constantly seeking to understand the world.,,,,,,,,,,,,,
statIntelligenceLevel021,progression,Attribute,,,Expert in a Field,,,,,,,,,,,,,
statIntelligenceLevel021LongDesc,progression,Attribute,,,Highly knowledgeable in a specific subject.,,,,,,,,,,,,,
statIntelligenceLevel022,progression,Attribute,,,Multidisciplinary Scholar,,,,,,,,,,,,,
statIntelligenceLevel022LongDesc,progression,Attribute,,,Excels across various subjects.,,,,,,,,,,,,,
statIntelligenceLevel023,progression,Attribute,,,Strategic Thinker,,,,,,,,,,,,,
statIntelligenceLevel023LongDesc,progression,Attribute,,,Anticipates issues and plans multiple steps ahead.,,,,,,,,,,,,,
statIntelligenceLevel024,progression,Attribute,,,Highly Analytical,,,,,,,,,,,,,
statIntelligenceLevel024LongDesc,progression,Attribute,,,Processes complex information efficiently.,,,,,,,,,,,,,
statIntelligenceLevel025,progression,Attribute,,,Thought Leader,,,,,,,,,,,,,
statIntelligenceLevel025LongDesc,progression,Attribute,,,Often sought out for expertise and insight.,,,,,,,,,,,,,
statIntelligenceLevel026,progression,Attribute,,,Genius in a Domain,,,,,,,,,,,,,
statIntelligenceLevel026LongDesc,progression,Attribute,,,Recognized as one of the best in a specific field.,,,,,,,,,,,,,
statIntelligenceLevel027,progression,Attribute,,,Polymath,,,,,,,,,,,,,
statIntelligenceLevel027LongDesc,progression,Attribute,,,Shows genius-level understanding in multiple fields.,,,,,,,,,,,,,
statIntelligenceLevel028,progression,Attribute,,,Visionary Thinker,,,,,,,,,,,,,
statIntelligenceLevel028LongDesc,progression,Attribute,,,Has insights and ideas that change fields of study.,,,,,,,,,,,,,
statIntelligenceLevel029,progression,Attribute,,,Revolutionary Intellect,,,,,,,,,,,,,
statIntelligenceLevel029LongDesc,progression,Attribute,,,Transforms the way the world thinks about complex issues.,,,,,,,,,,,,,
statIntelligenceLevel030,progression,Attribute,,,Pinnacle of Intellect,,,,,,,,,,,,,
statIntelligenceLevel030LongDesc,progression,Attribute,,,Represents the epitome of human cognitive capability.,,,,,,,,,,,,,
statWisdomLevel01,progression,Attribute,,,Impulse Emperor,,,,,,,,,,,,,
statWisdomLevel01LongDesc,progression,Attribute,,,Acts first then thinks...maybe.,,,,,,,,,,,,,
statWisdomLevel02,progression,Attribute,,,Reckless Rookie,,,,,,,,,,,,,
statWisdomLevel02LongDesc,progression,Attribute,,,Frequently leaps without looking.,,,,,,,,,,,,,
statWisdomLevel03,progression,Attribute,,,Short-Sighted Star,,,,,,,,,,,,,
statWisdomLevel03LongDesc,progression,Attribute,,,Can't see past the current moment.,,,,,,,,,,,,,
statWisdomLevel04,progression,Attribute,,,Rash Reasoner,,,,,,,,,,,,,
statWisdomLevel04LongDesc,progression,Attribute,,,Often acts on the first thought.,,,,,,,,,,,,,
statWisdomLevel05,progression,Attribute,,,Hasty Harbinger,,,,,,,,,,,,,
statWisdomLevel05LongDesc,progression,Attribute,,,Quick decisions with frequent regrets.,,,,,,,,,,,,,
statWisdomLevel06,progression,Attribute,,,Ephemeral Examiner,,,,,,,,,,,,,
statWisdomLevel06LongDesc,progression,Attribute,,,Considers consequences but only briefly.,,,,,,,,,,,,,
statWisdomLevel07,progression,Attribute,,,Passing Planner,,,,,,,,,,,,,
statWisdomLevel07LongDesc,progression,Attribute,,,Some foresight but often misses the bigger picture.,,,,,,,,,,,,,
statWisdomLevel08,progression,Attribute,,,Superficial Strategist,,,,,,,,,,,,,
statWisdomLevel08LongDesc,progression,Attribute,,,Touches on depth but often skims the surface.,,,,,,,,,,,,,
statWisdomLevel09,progression,Attribute,,,Momentary Muse,,,,,,,,,,,,,
statWisdomLevel09LongDesc,progression,Attribute,,,Occasionally reflective but often distracted.,,,,,,,,,,,,,
statWisdomLevel010,progression,Attribute,,,Average Advisor,,,,,,,,,,,,,
statWisdomLevel010LongDesc,progression,Attribute,,,Generally balanced judgment; sometimes misses nuances.,,,,,,,,,,,,,
statWisdomLevel011,progression,Attribute,,,Considerate Contemplator,,,,,,,,,,,,,
statWisdomLevel011LongDesc,progression,Attribute,,,Often ponders before action.,,,,,,,,,,,,,
statWisdomLevel012,progression,Attribute,,,Reflective Realist,,,,,,,,,,,,,
statWisdomLevel012LongDesc,progression,Attribute,,,Sees things as they are and acts accordingly.,,,,,,,,,,,,,
statWisdomLevel013,progression,Attribute,,,Insightful Instigator,,,,,,,,,,,,,
statWisdomLevel013LongDesc,progression,Attribute,,,Draws on experience for decision-making.,,,,,,,,,,,,,
statWisdomLevel014,progression,Attribute,,,Prudent Planner,,,,,,,,,,,,,
statWisdomLevel014LongDesc,progression,Attribute,,,Weighs options carefully; avoids unnecessary risks.,,,,,,,,,,,,,
statWisdomLevel015,progression,Attribute,,,Judicious Juggler,,,,,,,,,,,,,
statWisdomLevel015LongDesc,progression,Attribute,,,Balances life's challenges with thoughtful action.,,,,,,,,,,,,,
statWisdomLevel016,progression,Attribute,,,Experience Explorer,,,,,,,,,,,,,
statWisdomLevel016LongDesc,progression,Attribute,,,Uses past experiences as a guiding compass.,,,,,,,,,,,,,
statWisdomLevel017,progression,Attribute,,,Thoughtful Thespian,,,,,,,,,,,,,
statWisdomLevel017LongDesc,progression,Attribute,,,Plays life's roles with introspection and grace.,,,,,,,,,,,,,
statWisdomLevel018,progression,Attribute,,,Guided Guru,,,,,,,,,,,,,
statWisdomLevel018LongDesc,progression,Attribute,,,Often sought out for advice based on their life insights.,,,,,,,,,,,,,
statWisdomLevel019,progression,Attribute,,,Life's Learner,,,,,,,,,,,,,
statWisdomLevel019LongDesc,progression,Attribute,,,Constantly growing and adapting from experiences.,,,,,,,,,,,,,
statWisdomLevel020,progression,Attribute,,,Sage-in-the-Making,,,,,,,,,,,,,
statWisdomLevel020LongDesc,progression,Attribute,,,Notable for sound judgment and insight.,,,,,,,,,,,,,
statWisdomLevel021,progression,Attribute,,,Elder of Enlightenment,,,,,,,,,,,,,
statWisdomLevel021LongDesc,progression,Attribute,,,Rich in life lessons and ready to share.,,,,,,,,,,,,,
statWisdomLevel022,progression,Attribute,,,Counselor of Consideration,,,,,,,,,,,,,
statWisdomLevel022LongDesc,progression,Attribute,,,Offers depth and perspective in guidance.,,,,,,,,,,,,,
statWisdomLevel023,progression,Attribute,,,Philosophical Pharaoh,,,,,,,,,,,,,
statWisdomLevel023LongDesc,progression,Attribute,,,Ponders life's deepest questions.,,,,,,,,,,,,,
statWisdomLevel024,progression,Attribute,,,Mentor of the Masses,,,,,,,,,,,,,
statWisdomLevel024LongDesc,progression,Attribute,,,Guides many with profound insights.,,,,,,,,,,,,,
statWisdomLevel025,progression,Attribute,,,Guardian of Good Judgement,,,,,,,,,,,,,
statWisdomLevel025LongDesc,progression,Attribute,,,Rarely errs in decision-making.,,,,,,,,,,,,,
statWisdomLevel026,progression,Attribute,,,Time-Tested Trailblazer,,,,,,,,,,,,,
statWisdomLevel026LongDesc,progression,Attribute,,,Wisdom refined by diverse experiences.,,,,,,,,,,,,,
statWisdomLevel027,progression,Attribute,,,Profound Pathfinder,,,,,,,,,,,,,
statWisdomLevel027LongDesc,progression,Attribute,,,Charts life with depth and understanding.,,,,,,,,,,,,,
statWisdomLevel028,progression,Attribute,,,Luminary of Life Lessons,,,,,,,,,,,,,
statWisdomLevel028LongDesc,progression,Attribute,,,Renowned for wisdom and insight.,,,,,,,,,,,,,
statWisdomLevel029,progression,Attribute,,,Venerable Visionary,,,,,,,,,,,,,
statWisdomLevel029LongDesc,progression,Attribute,,,Respected by all as a wellspring of wisdom.,,,,,,,,,,,,,
statWisdomLevel030,progression,Attribute,,,Zenith of Zen,,,,,,,,,,,,,
statWisdomLevel030LongDesc,progression,Attribute,,,Embodies the pinnacle of human wisdom and enlightenment.,,,,,,,,,,,,,
statCharismaLevel01,progression,Attribute,,,Tactless Tornado,,,,,,,,,,,,,
statCharismaLevel01LongDesc,progression,Attribute,,,Leaves a trail of offended people in their wake.,,,,,,,,,,,,,
statCharismaLevel02,progression,Attribute,,,Insensitive Iguana,,,,,,,,,,,,,
statCharismaLevel02LongDesc,progression,Attribute,,,Oblivious to the feelings and reactions of others.,,,,,,,,,,,,,
statCharismaLevel03,progression,Attribute,,,Rough-Edged Rascal,,,,,,,,,,,,,
statCharismaLevel03LongDesc,progression,Attribute,,,Frequently says the wrong thing at the wrong time.,,,,,,,,,,,,,
statCharismaLevel04,progression,Attribute,,,Brusque Badger,,,,,,,,,,,,,
statCharismaLevel04LongDesc,progression,Attribute,,,Often curt and dismissive.,,,,,,,,,,,,,
statCharismaLevel05,progression,Attribute,,,Crass Chameleon,,,,,,,,,,,,,
statCharismaLevel05LongDesc,progression,Attribute,,,Changes colors but rarely blends smoothly.,,,,,,,,,,,,,
statCharismaLevel06,progression,Attribute,,,Blunt Bulldozer,,,,,,,,,,,,,
statCharismaLevel06LongDesc,progression,Attribute,,,Often charges ahead without considering feelings.,,,,,,,,,,,,,
statCharismaLevel07,progression,Attribute,,,Indifferent Iceberg,,,,,,,,,,,,,
statCharismaLevel07LongDesc,progression,Attribute,,,Mostly cold with occasional moments of warmth.,,,,,,,,,,,,,
statCharismaLevel08,progression,Attribute,,,Casual Curmudgeon,,,,,,,,,,,,,
statCharismaLevel08LongDesc,progression,Attribute,,,Not always rude but certainly has their moments.,,,,,,,,,,,,,
statCharismaLevel09,progression,Attribute,,,Mild Manner-Misfit,,,,,,,,,,,,,
statCharismaLevel09LongDesc,progression,Attribute,,,Generally okay but occasionally slips.,,,,,,,,,,,,,
statCharismaLevel010,progression,Attribute,,,Neutral Navigator,,,,,,,,,,,,,
statCharismaLevel010LongDesc,progression,Attribute,,,Average in social interactions; neither too rude nor too charming.,,,,,,,,,,,,,
statCharismaLevel011,progression,Attribute,,,Cordial Caterpillar,,,,,,,,,,,,,
statCharismaLevel011LongDesc,progression,Attribute,,,Polite but doesn't always make a lasting impression.,,,,,,,,,,,,,
statCharismaLevel012,progression,Attribute,,,Pleasant Penguin,,,,,,,,,,,,,
statCharismaLevel012LongDesc,progression,Attribute,,,Nice to be around; offers a warm hello.,,,,,,,,,,,,,
statCharismaLevel013,progression,Attribute,,,Friendly Flamingo,,,,,,,,,,,,,
statCharismaLevel013LongDesc,progression,Attribute,,,Stands out in a group as amiable and approachable.,,,,,,,,,,,,,
statCharismaLevel014,progression,Attribute,,,Graceful Gazelle,,,,,,,,,,,,,
statCharismaLevel014LongDesc,progression,Attribute,,,Moves through social situations with tact and poise.,,,,,,,,,,,,,
statCharismaLevel015,progression,Attribute,,,Adaptable Antelope,,,,,,,,,,,,,
statCharismaLevel015LongDesc,progression,Attribute,,,Easily fits into any conversation or group.,,,,,,,,,,,,,
statCharismaLevel016,progression,Attribute,,,Benevolent Butterfly,,,,,,,,,,,,,
statCharismaLevel016LongDesc,progression,Attribute,,,Spreads positivity wherever they go.,,,,,,,,,,,,,
statCharismaLevel017,progression,Attribute,,,Warmhearted Wallaby,,,,,,,,,,,,,
statCharismaLevel017LongDesc,progression,Attribute,,,Leaves people feeling better than before.,,,,,,,,,,,,,
statCharismaLevel018,progression,Attribute,,,Charming Cheetah,,,,,,,,,,,,,
statCharismaLevel018LongDesc,progression,Attribute,,,Quick to make friends and win people over.,,,,,,,,,,,,,
statCharismaLevel019,progression,Attribute,,,Magnetic Meerkat,,,,,,,,,,,,,
statCharismaLevel019LongDesc,progression,Attribute,,,Draws people to them with their likability.,,,,,,,,,,,,,
statCharismaLevel020,progression,Attribute,,,Radiant Rabbit,,,,,,,,,,,,,
statCharismaLevel020LongDesc,progression,Attribute,,,Bounces around spreading joy and capturing hearts.,,,,,,,,,,,,,
statCharismaLevel021,progression,Attribute,,,Sociable Squirrel,,,,,,,,,,,,,
statCharismaLevel021LongDesc,progression,Attribute,,,Navigates the social forest with ease.,,,,,,,,,,,,,
statCharismaLevel022,progression,Attribute,,,Delightful Dolphin,,,,,,,,,,,,,
statCharismaLevel022LongDesc,progression,Attribute,,,Plays through conversations leaving a splash of happiness.,,,,,,,,,,,,,
statCharismaLevel023,progression,Attribute,,,Captivating Cardinal,,,,,,,,,,,,,
statCharismaLevel023LongDesc,progression,Attribute,,,A bright presence in any gathering.,,,,,,,,,,,,,
statCharismaLevel024,progression,Attribute,,,Engaging Elephant,,,,,,,,,,,,,
statCharismaLevel024LongDesc,progression,Attribute,,,Always remembered fondly in social interactions.,,,,,,,,,,,,,
statCharismaLevel025,progression,Attribute,,,Mesmerizing Macaw,,,,,,,,,,,,,
statCharismaLevel025LongDesc,progression,Attribute,,,Colorful and unforgettable in conversation.,,,,,,,,,,,,,
statCharismaLevel026,progression,Attribute,,,Luminous Lynx,,,,,,,,,,,,,
statCharismaLevel026LongDesc,progression,Attribute,,,Sees and engages with everyone making them feel special.,,,,,,,,,,,,,
statCharismaLevel027,progression,Attribute,,,Stellar Seahorse,,,,,,,,,,,,,
statCharismaLevel027LongDesc,progression,Attribute,,,Effortlessly navigates the seas of social scenarios.,,,,,,,,,,,,,
statCharismaLevel028,progression,Attribute,,,Alluring Albatross,,,,,,,,,,,,,
statCharismaLevel028LongDesc,progression,Attribute,,,Spans vast social terrains always leaving an impression.,,,,,,,,,,,,,
statCharismaLevel029,progression,Attribute,,,Legendary Lion,,,,,,,,,,,,,
statCharismaLevel029LongDesc,progression,Attribute,,,Dominates the social savannah with warmth and charm.,,,,,,,,,,,,,
statCharismaLevel030,progression,Attribute,,,Peak Peacock,,,,,,,,,,,,,
statCharismaLevel030LongDesc,progression,Attribute,,,The epitome of charisma leaving a trail of admirers wherever they go.,,,,,,,,,,,,,
reqGenericPoints00,progression,Attribute,,,NA,,,,,,,,,,,,,
vehiclesT1-1,progression,Attribute,,,Tier 1: Vehicles,,,,,,,,,,,,,
vehiclesT2-1,progression,Attribute,,,Tier 2: Vehicles,,,,,,,,,,,,,
vehiclesT3-1,progression,Attribute,,,Tier 3: Vehicles,,,,,,,,,,,,,
vehiclesT4-1,progression,Attribute,,,Tier 4: Vehicles,,,,,,,,,,,,,
vehiclesT5-1,progression,Attribute,,,Tier 5: Vehicles,,,,,,,,,,,,,
adeptMiningPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from mining.,,,,,,,,,,,
adeptMiningPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for mining.,,,,,,,,,,,
adeptMiningPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for mining.,,,,,,,,,,,
adeptMiningPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for mining.,,,,,,,,,,,
adeptMiningPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for mining.,,,,,,,,,,,
adeptTailoringPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from tailoring.,,,,,,,,,,,
adeptTailoringPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for tailoring.,,,,,,,,,,,
adeptTailoringPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for tailoring.,,,,,,,,,,,
adeptTailoringPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for tailoring.,,,,,,,,,,,
adeptTailoringPerkLongDescRank5,progression,Attribute,,,Legendary: Adds 100 points to the base experience for tailoring.,,,,,,,,,,,
adeptLeatherworkingPerkLongDescRank1,progression,Attribute,,,Adept: Adds 10 exp to the base experience earned from leatherworking.,,,,,,,,,,,
adeptLeatherworkingPerkLongDescRank2,progression,Attribute,,,Expert: Adds 25 points to the base experience for leatherworking.,,,,,,,,,,,
adeptLeatherworkingPerkLongDescRank3,progression,Attribute,,,Master: Adds 45 points to the base experience for leatherworking.,,,,,,,,,,,
adeptLeatherworkingPerkLongDescRank4,progression,Attribute,,,Epic: Adds 70 points to the base experience for leatherworking.,,,,,,,,,,,
